file,formula,ismetal,H-mass,e-mass,bandgap,bandgap_type,formation_energy_per_atom,ehull,¦Å¡Î ,¦Å¡Í 
37,Br2OU2,TRUE,,,-0.4226,Indirect,-1.123729312,1.240120175,,
38,Br2OY2,TRUE,,,-0.2142,Indirect,-1.652158312,1.216720417,,
39,Br2OYb2,TRUE,,,-0.3419,Indirect,-1.644861752,0.99560572,,
40,Br2O,FALSE,4.115,-1.809,1.9376,Indirect,-0.478666287,0.36623915,,
41,Br2P4Se3,FALSE,2.037,-2.469,2.2095,Direct,-0.307445031,0.104377861,,
42,Br2S7Te,FALSE,8.809,5.608,2.0119,Indirect,-0.124045449,0.08411905,,
43,Br2Si,FALSE,54.101,-39.716,2.408,Indirect,-0.989439542,0.093370636,,
44,Br2Th,FALSE,-12.095,-8101.586,0.5104,Direct,-0.330373937,1.582748283,,
45,Br3CF,FALSE,-4.125,-3.517,3.2528,Direct,-0.493203418,0.293328738,,
46,Br3Ga,FALSE,32.836,-2.4,3.2053,Indirect,-1.09878965,0.067777075,3.025970271,2.467058449
47,Br3InSn,FALSE,8.191,1.954,2.9426,Indirect,-0.915373475,0.1710879,,
48,Br3NSe2,FALSE,-21.492,8070.842,1.2089,Indirect,-0.121573473,0.388679792,,
49,Br3OP,FALSE,8.711,-35.787,3.2789,Indirect,-1.264687894,0.09220405,3.383336642,3.946941739
50,Br3P,FALSE,-1.407,2.971,3.2049,Indirect,-0.629596267,0.1017562,,
51,Br3Re3S4,FALSE,1.583,-0.145,0.0291,Direct,-0.532017782,0.139134383,,
52,AlI6Sb,FALSE,2.422,-58.017,2.0443,Indirect,-0.482179563,0.0759465,,
53,Br3Re3Te4,TRUE,,,-0.0023,Indirect,-0.325068144,0.060462271,,
54,Br3Sb,FALSE,4.963,-2.624,2.8128,Indirect,-0.861671023,0.1490062,,
55,Br3Si,FALSE,8.497,-2.259,4.1117,Indirect,-1.114957173,0.067472316,3.883941122,4.1323222
56,Br3Tl,FALSE,2.268,-1.307,1.1406,Indirect,-0.6294135,0.208667447,,
57,Br4C4S,FALSE,7.305,-7.52,2.7602,Direct,0.062460443,0.338912354,,
58,Br4C4Se,FALSE,10.9,-5.323,2.7869,Direct,0.090560542,0.484603667,,
59,Br4C,,,,,Direct,-0.093606559,0.355457075,,
60,Br4Ge,FALSE,34.219,-5.421,2.9108,Direct,-0.887281734,0.131906325,,
61,Br4ReTe2,FALSE,10.008,0.801,2.0492,Indirect,-0.581851596,0.064789786,,
62,Br4Sn,FALSE,13.938,-4.745,2.5397,Direct,-0.956075654,0.10380775,,
63,Br4Te,FALSE,3.965,5.876,2.421,Indirect,-0.723455909,0.06729015,,
64,Br5Nb,FALSE,-1.764,-6.97,1.4959,Indirect,-1.324517608,-0.005261125,,
65,Br5Pa,FALSE,3.05,12.376,1.845,Indirect,-1.775573117,0.066208125,,
66,As2O3,FALSE,3.903,-2.719,3.4951,Direct,-2.05136538,0.07753395,3.998076986,3.164016175
67,Br5Re3Se2,FALSE,11.343,-5.993,1.7094,Direct,-0.71453158,0.02234345,,
68,Br5ReTe3,FALSE,17.228,8.324,1.4113,Indirect,-0.500661336,0.120927911,,
69,Br5Ta,FALSE,-15.208,-10.054,1.9981,Indirect,-1.311682581,0.059426458,,
70,Br5W,FALSE,3.576,-4.262,0.1446,Direct,-0.995885733,0.101159972,,
71,Br6PdSe2,FALSE,0.346,-4.865,1.4995,Indirect,-0.608081137,0.065186911,,
72,As2O9S2,FALSE,5.312,1.304,4.2264,Indirect,-2.178978707,0.055883077,10.74565388,3.717534965
73,Br6Te,FALSE,0.979,0.38,0.4558,Indirect,-0.453088201,0.267554782,,
74,Br6W,FALSE,-3.009,-2.129,1.0972,Indirect,-0.976335626,0.104431071,,
75,Br7Re3,FALSE,-3.518,19656.132,0.5897,Indirect,-0.554262336,0.148021328,,
76,Br8Ga2Pd,FALSE,2.68,6.222,1.4088,Indirect,-0.993736119,0.067830955,,
77,As2P2S7,FALSE,13.219,-7.851,2.5403,Indirect,-0.111075647,0.092733545,7.150102826,3.88458775
78,Br8S9Ta4,FALSE,8.524,5.769,1.2891,Indirect,-0.98376281,0.048983095,,
79,Br9IrSe3,FALSE,-1.082,-5.041,1.7257,Indirect,-0.651326802,0.0851125,,
80,Br9TaTe,FALSE,-9.579,-84.531,2.1252,Indirect,-1.035041593,0.072266091,,
81,Br9TeW,TRUE,,,1.1097,Indirect,-0.854516654,0.103301939,,
82,BrCF2,FALSE,-2.277,-10.511,4.3846,Indirect,-1.081343195,0.187311328,,
83,BrCN,FALSE,-16.733,0.794,5.1215,Indirect,0.413878923,0.60410041,,
84,BrFO2,FALSE,-1.75,5.875,2.7953,Indirect,-0.94027152,0.21695459,,
85,BrHgI,FALSE,0.746,-21.178,1.9231,Indirect,-0.433802777,0.066198786,,
86,BrHg,FALSE,4.204,0.335,2.3309,Indirect,-0.495322515,0.15436225,,
87,BrSYb,FALSE,2504332.975,-37691.332,0.0092,Indirect,-0.117409325,1.526556625,,
88,As4S3,FALSE,1.44,1.792,2.0299,Indirect,-0.023414247,0.147543748,,
89,BrSe,FALSE,2.75,-5.696,1.7878,Indirect,-0.462052653,0.13219915,,
90,As4S5,FALSE,1.964,4.197,1.8187,Indirect,-0.078510019,0.109828097,,
91,C12F10S,FALSE,12.229,-11.872,3.3024,Indirect,-0.693070482,0.310836685,,
92,C13Cl12,FALSE,-3.1,-32.239,2.4447,Indirect,-0.00792635,0.181778728,,
93,C2Cl6S7,FALSE,3.975,0.774,2.6826,Indirect,-0.072679869,0.11219735,,
94,C2F6O3,FALSE,-17.959,12.814,4.2766,Indirect,-1.639831882,0.157652625,,
95,C2F6S,FALSE,-12.918,-13.535,4.1051,Indirect,-1.245976277,0.256377417,,
96,C2IO,FALSE,2.966,-42.113,2.1515,Direct,-0.269555288,0.622070319,,
97,C2IS3,FALSE,-0.438,2.405,1.8473,Indirect,0.284894111,0.317855983,,
98,C2N2O,FALSE,18.202,15.961,2.2118,Indirect,-0.193498887,0.490924596,,
99,C2N2S3,FALSE,63.563,-2.303,2.5648,Direct,0.470234317,0.47628344,,
100,C2N2S9,FALSE,-2.045,-5.638,2.5186,Indirect,0.309572204,0.31156566,,
101,C2N2S,FALSE,-3.871,-3.322,3.9535,Direct,0.681746681,0.691310717,,
102,As4Se3,FALSE,-13.873,-4.616,1.7948,Indirect,-0.1720159,0.1843678,,
103,C2N2Se3,FALSE,20.317,-7.033,1.999,Indirect,0.340629271,0.502005119,,
104,C2N2Se,FALSE,-2.237,-2.122,3.5996,Direct,0.66185736,0.740924454,,
105,C2O2Si,TRUE,,,-1.5609,Indirect,-0.82427759,1.5325317,,
106,C2S,FALSE,5.637,-3.605,2.4445,Indirect,0.297840344,0.339445625,,
107,Ac2Br2O,TRUE,,,-0.1286,Indirect,-1.696390902,1.250868287,,
108,C2Zn,FALSE,14.904,-4.259,1.4862,Indirect,1.361620833,1.4045625,,
109,C3Cl2O,FALSE,11.092,7.673,1.301,Indirect,-0.441827288,0.258856387,,
110,C3F2I,FALSE,40.052,-8.096,3.0442,Direct,-0.411662142,0.377540942,,
111,AsB2Cl2,FALSE,2.529,6.422,3.2847,Indirect,-0.711049075,0.231031708,,
112,C3F2O,FALSE,30.634,7.858,1.5747,Indirect,-0.9315244,0.404692854,,
113,C3F5,FALSE,24552.682,39.775,4.5792,Indirect,-1.194658188,0.224713125,,
114,C3IN,FALSE,-2.858,-10.069,2.1294,Indirect,1.82848404,1.86590313,,
115,C3Mg2,FALSE,2.778,-1.365,1.7972,Direct,0.478262382,0.51922559,,
116,C3N3P,FALSE,-79.167,-9.169,4.4353,Indirect,0.683439689,0.827648744,,
117,AsBr3,FALSE,-10.888,-2.192,3.0235,Indirect,-0.750081335,0.106666638,,
118,C3N4,FALSE,5.999,-7.275,5.1734,Indirect,0.817319,0.825808196,,
119,C3O2S3,FALSE,44.036,33.843,1.3425,Indirect,-0.480036123,0.382982625,,
120,C3O2,FALSE,-54.379,-3.943,3.9148,Indirect,-0.78970694,0.59276595,,
121,C3OS4,FALSE,6.055,1.499,2.269,Indirect,-0.132083934,0.310527953,,
122,C3OS7,FALSE,-11.973,6.457,1.8183,Indirect,-0.07465766,0.246495125,,
123,AsC3N3,FALSE,29.016,-13.093,4.5954,Indirect,0.749113993,0.762870946,,
124,C3S4,FALSE,-72.969,-4.957,1.2083,Indirect,0.316788982,0.342557321,,
125,C3S8,FALSE,9.107,-17.067,1.4413,Indirect,0.264307113,0.279709455,,
126,C4Cl2N,FALSE,10.437,-4.661,2.6077,Indirect,0.160434803,0.278248386,,
127,C4Cl3N,FALSE,140.361,-256.582,2.2507,Indirect,-0.009790399,0.134062381,,
128,C4Cl5,,,,,Direct,-0.038716757,0.170810333,,
129,C4F6Hg,FALSE,-6.573,0.974,3.6411,Indirect,-0.745705736,0.509213136,,
130,C4F6O5,FALSE,-192.651,31.088,5.2914,Indirect,-1.91259936,0.117671242,,
131,C4O2S,,,,,Direct,-0.455918899,0.540281571,,
132,C4O2Se,FALSE,27.844,-13.739,1.7363,Indirect,-0.411398914,0.653621393,,
133,C4O4Os,FALSE,112.702,-25.864,3.0381,Direct,-1.269515378,0.252418389,,
134,C4O4Ru,FALSE,2.14,-17.903,2.1823,Indirect,-1.296064156,0.238898806,,
135,AsCF3,FALSE,99.854,-2.78,3.4052,Direct,-1.196615,0.53675325,,
136,C5Cl4,FALSE,-4.484,8.256,2.0851,Indirect,-0.026954361,0.153422711,,
137,C5N4,FALSE,15.894,-6.546,5.6757,Indirect,0.758793833,0.774661495,,
138,C5O5Tc,FALSE,-11.187,-11.216,2.8843,Indirect,-1.332391432,0.306747034,,
139,AsCl3O,FALSE,4.762,-12.979,2.4565,Indirect,-0.978845368,0.05270705,,
140,C6CrO6,FALSE,8.768,-3.739,3.4352,Direct,-1.389079627,0.235906224,,
141,C6F7I,FALSE,-3.575,19.225,3.0214,Indirect,-0.790830239,0.358468975,,
142,AsCl3,FALSE,3.169,-3.533,3.8077,Indirect,-0.753694685,0.067561625,4.82861165,4.310211067
143,C6MoO6,FALSE,6.386,-2.875,3.0601,Direct,-1.3607342,0.388427829,,
144,C6O6W,FALSE,4.3,-2.345,2.9085,Direct,-1.386960738,0.49901449,,
145,C7Cl5,FALSE,-10.097,1.735,2.0724,Indirect,-0.00691088,0.166178687,,
146,C7Cl8,,,,,Direct,-0.0319095,0.171787587,,
147,C8Cl3F2,FALSE,4.4,-7.259,2.0715,Direct,-0.27463098,0.183373119,,
148,C8Cl4O3,FALSE,-17.368,3.726,2.5749,Indirect,-0.624167137,0.168917852,,
149,C8Cl5,FALSE,-36.326,2.999,2.0116,Indirect,-0.008416543,0.156264365,,
150,CCdN2,TRUE,,,-0.6946,Indirect,1.538664375,1.54023231,,
151,CCl18W6,FALSE,-12.948,-47.679,0.9369,Direct,-1.138187585,0.04308632,,
152,AsCl5,FALSE,-4.783,3.284,1.6763,Indirect,-0.473734144,0.118779204,,
153,CCl2F2,FALSE,5.807,1.522,5.6583,Indirect,-0.971533085,0.06476434,2.468113212,2.563341958
154,CCl2O,FALSE,34.69,-17.444,4.3752,Direct,-0.917387994,0.101749019,,
155,CCl2S,FALSE,-0.885,-7.865,2.5645,Direct,0.042416632,0.250240275,,
156,CCl3F,FALSE,8.356,-3.358,4.6992,Direct,-0.572133768,0.08284351,2.731275946,3.012256287
157,CCl3,FALSE,-37.173,-8.197,4.5438,Indirect,-0.196173516,0.064366106,2.545488589,2.11159642
158,CCl4,,,,,Direct,-0.194441575,0.079215555,,
159,CCl7Si3,FALSE,-1510.862,20979.085,4.0594,Indirect,-1.08880654,0.106083737,,
160,CCl8Si3,FALSE,-9.851,12.053,4.4227,Indirect,-1.137209229,0.097218125,2.944805708,2.770860612
161,CClF3,FALSE,22.104,-17.938,6.6789,Direct,-1.385436703,0.03218087,2.51103327,3.396723728
162,CClN3,TRUE,,,0.1242,Indirect,0.665425187,0.730245439,,
163,CClN,FALSE,7.756,418.524,3.7492,Indirect,0.023821923,0.142797759,,
164,CF2Te,FALSE,18.532,-1.092,1.6182,Indirect,-0.664160669,0.689218185,,
165,CF2,FALSE,-4.137,2.753,4.7456,Indirect,-1.261129933,0.248614333,,
166,CF3I,FALSE,4.023,0.434,3.5276,Indirect,-1.15317715,0.21490133,,
167,AsF3,FALSE,-49.335,1077.428,5.4945,Indirect,-2.084843375,0.065922688,8.854146907,3.802889775
168,CF,FALSE,-56.409,-26.086,4.4143,Direct,-0.830138033,0.318114417,,
169,CI12Zr6,FALSE,-3.761,10.176,0.3122,Indirect,-0.960665979,0.104748805,,
170,CI2,FALSE,3.557,-2.572,2.0038,Indirect,0.593476133,0.667022933,,
171,CI4,FALSE,-31.038,-2.424,1.2545,Indirect,0.59387606,0.66937682,,
172,CIN,FALSE,2.442,-2.33,4.5687,Direct,0.665987733,0.700558022,,
173,CI,FALSE,10.696,-11.118,2.5098,Indirect,1.041096287,1.112200638,,
174,CN2S2,FALSE,10.716,-8.729,0.2117,Direct,0.458067062,0.458745008,,
175,CN2S,FALSE,3.299,-4.704,1.9134,Direct,0.378680664,0.380212635,,
176,CN2Te,FALSE,-0.681,-0.18,0.6364,Direct,0.584482531,0.607148694,,
177,AsF5,FALSE,10.439,-15.595,4.7366,Direct,-1.971868133,0.02223225,2.772778811,2.794523636
178,CN4S3,FALSE,-22.079,5.387,1.7826,Indirect,0.57219634,0.568174505,,
179,CN6O,FALSE,17.675,-15.594,3.7491,Indirect,0.183089113,0.59743569,,
180,CNO,FALSE,-176.554,38339.081,3.7072,Indirect,-0.551405367,0.580874049,,
181,CNS2,FALSE,-9.14,-3.221,2.7088,Direct,0.449185265,0.454135979,,
182,CNS3,FALSE,10.884,-10.884,2.8921,Direct,0.374180594,0.377593533,,
183,CNSe,FALSE,-4.969,8.141,2.3139,Indirect,0.5224626,0.645814701,,
184,COS,FALSE,-18.023,-2.87,4.7955,Direct,-0.922115565,0.218402958,,
185,AsF7Kr,FALSE,21.514,-16.645,2.3782,Direct,-1.379840172,0.017599444,,
186,CS2,FALSE,1.548,-1.607,3.2113,Direct,0.365962437,0.385396,,
187,CS3,FALSE,-18.333,-6.045,1.5441,Indirect,0.57534068,0.589231312,,
188,Al2Cl8Cr,FALSE,9.645,-9.003,1.803,Indirect,-1.436485296,0.050921953,,
189,CSe2,FALSE,2.547,-3.727,2.3375,Direct,0.515050867,0.855643667,,
190,AsI3,FALSE,6.519,1.784,1.9818,Indirect,-0.040209144,0.240940181,,
191,Ce2Cl2O,TRUE,,,-0.2306,Indirect,-1.457711095,1.43337264,,
192,Cl10O7Si6,FALSE,10.052,1.492,5.5581,Indirect,-2.490858253,0.039825,3.430459202,3.781526858
193,Cl10PdTe2,FALSE,7.426,-4.873,2.0252,Direct,-0.664349079,0.047958788,,
194,Cl11F4Sb3,FALSE,-5.382,22.472,1.7229,Indirect,-1.132630616,0.044123028,,
195,AsN9,FALSE,10.767,2.043,3.5237,Indirect,0.673276495,0.6605508,,
196,Cl13F7Sb4,FALSE,-11.13,-35.18,1.7777,Indirect,-1.258537636,0.040685667,,
197,Cl16MoTe3,FALSE,-16.402,-17.851,0.5147,Indirect,-0.744338507,0.079372494,,
198,Cl2CrO2,FALSE,4.449,21.181,2.2066,Indirect,-1.803673575,-0.358404713,,
199,Cl2CuH2,TRUE,,,0.9956,Direct,-0.618788465,0.506316926,,
200,Cl2CuO2,TRUE,,,0.0206,Indirect,-1.030982045,0.32516171,,
201,Cl2Dy2O,TRUE,,,-0.124,Indirect,-1.621184075,1.296384464,,
202,Cl2Er2O,TRUE,,,-0.1743,Indirect,-1.648704345,1.276141267,,
203,AsS2Th2,TRUE,,,-1.9448,Indirect,0.326776542,2.2218422,,
204,Cl2Eu2H,TRUE,,,-0.2116,Indirect,-0.638161595,0.92866201,,
205,Cl2FPb2,TRUE,,,-1.4939,Indirect,-0.668544285,0.892543765,,
206,Cl2FSm2,TRUE,,,-0.2262,Indirect,-1.532905965,0.925452125,,
207,Cl2FYb2,TRUE,,,-0.3072,Indirect,-1.620182545,0.48082471,,
208,Cl2GaH,FALSE,1.321,-3.57,4.6124,Direct,-0.894710046,0.115148519,,
209,Cl2Ho2O,TRUE,,,-0.1281,Indirect,-1.631735165,1.286851396,,
210,Cl2N2Pt,TRUE,,,-0.7511,Indirect,0.986263355,1.30725985,,
211,Cl2N2Zn,FALSE,-2.806,0.999,0.1129,Indirect,0.264850825,0.998933888,,
212,Cl2NP,FALSE,-8.181,-4.408,4.0213,Indirect,-0.593386951,0.043775,,
213,Cl2NTh2,TRUE,,,-0.7391,Indirect,-0.731645835,1.292890675,,
214,Cl2NU2,TRUE,,,-0.4593,Indirect,-0.379308275,1.247619967,,
215,Cl2Nd2O,TRUE,,,-0.1943,Indirect,-1.483100935,1.410666137,,
216,AsS,FALSE,-1.118,-3.738,1.7975,Indirect,-0.074044072,0.108692656,,
217,Cl2O2S,FALSE,66.613,-9.656,3.6578,Indirect,-1.281407884,0.0700511,3.346274698,3.181670235
218,Cl2O7,FALSE,17.638,4.948,3.7718,Indirect,-0.864992981,0.288082011,,
219,Cl2OS,FALSE,12.788,-10.063,3.6159,Indirect,-0.93275633,0.0899935,3.355977573,3.724983696
220,AsSe2Th2,TRUE,,,-2.0268,Indirect,0.0305093,1.902805,,
221,Cl2OSi,FALSE,4.401,-16.966,5.6772,Direct,-2.279339932,0.048121187,3.244082589,2.87351002
222,Cl2OSm2,TRUE,,,-0.1135,Indirect,-1.522508105,1.387360637,,
223,Cl2OTb2,TRUE,,,-0.1014,Indirect,-1.598120312,1.325794813,,
224,Cl2OU2,TRUE,,,-0.5232,Indirect,-1.248980045,1.077729733,,
225,Cl2OY2,TRUE,,,-0.098,Indirect,-1.680113045,1.270000617,,
226,Cl2O,FALSE,-6.89,-10.492,0.9128,Direct,-0.254840325,0.3164932,,
227,Cl2Pt,FALSE,-4.649,-3.411,1.7582,Direct,-0.487189964,0.058746278,,
228,Cl2S7Te,FALSE,4.601,-55.276,2.1961,Direct,-0.113970766,0.0846357,,
229,Cl2STl2,FALSE,-55.39,6004.886,1.9647,Indirect,0.057064832,0.93189401,,
230,Cl2Si,FALSE,16.801,-0.932,2.0091,Indirect,-1.087263625,0.120911742,,
231,Cl3CrO,FALSE,11.256,-1.302,0.0233,Direct,-1.356674268,-0.271955025,,
232,AsSe,FALSE,2.296,-28.353,1.3812,Indirect,-0.231552875,0.167513842,,
233,Cl3F2Sb,FALSE,-5.966,-5.341,1.7681,Direct,-1.337910348,0.03479475,,
234,Cl3Ga,FALSE,37.592,-2.678,4.1859,Indirect,-1.105753837,0.080608688,3.620047247,2.385845579
235,Cl3I,FALSE,3.65,39.406,1.7504,Indirect,-0.267621647,0.065960813,,
236,AsTe2Th2,TRUE,,,-2.1482,Indirect,0.13925063,1.550558367,,
237,Cl3MoN,FALSE,-10.583,-2.766,1.7678,Direct,-0.762152588,0.117067289,,
238,Cl3NW,FALSE,-1.296,0.931,2.162,Indirect,-1.003486338,0.05026815,,
239,Cl3N,FALSE,-10.426,-3.398,1.806,Direct,0.443393494,0.540560782,,
240,Cl3O3Re,FALSE,-36.082,16.999,1.9383,Indirect,-1.336123248,0.257383477,,
241,Cl3OP,FALSE,9.616,-9.8,4.5896,Indirect,-1.350428994,0.08088135,2.941477209,3.498667206
242,Au2Ti,TRUE,,,-2.8641,Indirect,0.366303331,0.860549,,
243,Cl3OV,FALSE,5.737,2.62,2.7694,Indirect,-1.727691028,-0.125237203,2.73840027,2.49532694
244,Cl3P,FALSE,-783.96,-7.575,4.2784,Indirect,-0.69933003,0.072929187,2.836920713,2.84810441
245,Cl3Sb,FALSE,-0.805,1.632,3.4698,Indirect,-0.869229322,0.104380875,,
246,Cl3Ta,FALSE,,,0.1011,Indirect,-1.255950818,0.117561,,
247,Cl3W,FALSE,1.034,0.475,0.5129,Indirect,-1.113930235,0.096408719,,
248,Cl4Cu,TRUE,,,-0.1127,Indirect,-0.49009856,0.342477875,,
249,Cl4FNb,FALSE,3.018,147.376,2.6252,Direct,-1.784529734,0.042746833,4.663384713,3.937113497
250,Cl4FSb,FALSE,-22.025,21.482,1.3524,Indirect,-1.042338813,0.036439104,,
251,Cl4FTa,FALSE,-29.84,20082.006,3.1141,Indirect,-1.805614039,0.038938458,,
252,Cl4Ge,FALSE,9.655,1.631,3.8908,Indirect,-0.9430485,0.0847725,2.597945325,2.377949415
253,Cl4H8Si5,FALSE,-32.551,39.122,3.9176,Indirect,-0.730603482,0.050815024,3.630799224,13.84712396
254,Cl4HfO16,FALSE,4.745,65.385,5.3138,Indirect,-1.41932735,0.227758033,,
255,Cl4MoO,FALSE,3.565,-6.494,1.4753,Indirect,-1.374342809,0.092245667,,
256,Cl4N2Pt,FALSE,5.28,-0.796,0.5908,Direct,0.449344521,0.842488614,,
257,Cl4N3Sb,FALSE,3.477,1.107,1.7868,Indirect,-0.177725919,0.335606516,,
258,Cl4O16Zr,FALSE,-108.126,20.082,5.0223,Indirect,-1.422649247,0.231801664,,
259,Cl4OOs,FALSE,8.451,-4.17,1.4821,Indirect,-0.777164059,0.085929333,,
260,Cl4Pb,FALSE,18.45,-4.269,1.9015,Indirect,-0.59427238,0.230087045,,
261,Cl4ReTe2,FALSE,17.08,-25.447,2.2764,Indirect,-0.553640536,0.056754036,,
262,Cl4SW,FALSE,3.942,-5.631,2.2052,Direct,-0.995202724,0.084896208,,
263,Cl4Si,FALSE,-1.718,-5.808,5.6449,Indirect,-1.3053336,0.0873057,2.597688802,2.619535867
264,Cl4Sn,FALSE,-6.255,-7.621,3.4765,Indirect,-0.93390187,0.0963071,3.076550546,2.952342353
265,Cl4Ti,FALSE,-7.966,2.05,3.2538,Indirect,-1.631249084,0.0769667,2.650503264,2.37171578
266,Cl5Mo,FALSE,4.571,-13.272,0.1804,Indirect,-0.927971678,0.058685771,,
267,Cl5N4P3,FALSE,-10.114,20.041,2.6393,Indirect,-0.353973779,0.213843951,,
268,Cl5NSi2,FALSE,8.957,-48.1,5.1902,Direct,-1.310837852,0.067339578,2.417779565,2.515798358
269,AuCl3,FALSE,135.324,25.399,1.454,Indirect,-0.249464715,0.096267481,,
270,Cl5Nb,FALSE,6.974,-14.451,2.2926,Indirect,-1.410235469,0.067591375,,
271,Cl5O4Re2,TRUE,,,1.194,Indirect,-1.542632679,0.056885545,,
272,Cl5Re,TRUE,,,0.0005,Indirect,-0.555563622,0.113697722,,
273,AuCl4P,FALSE,-37.956,-1.579,2.2653,Indirect,-0.588093267,0.064375583,,
274,Cl5Sb,FALSE,-0.757,-3.353,1.5858,Direct,-0.715733486,0.020492667,,
275,Cl5Ta,FALSE,14.673,7.543,2.8619,Indirect,-1.42064565,0.065610667,3.353440292,2.980801608
276,Cl5V,FALSE,-2.064,9.022,1.1215,Indirect,-1.105618444,0.02902975,,
277,Cl5W,FALSE,44.078,5.47,0.2745,Indirect,-1.070196719,0.072296125,,
278,Cl6Mo,FALSE,-4.739,-2.771,1.1229,Indirect,-0.850762697,0.088645571,,
279,Cl6N5W2,TRUE,,,0.0514,Indirect,-0.506831971,0.29996076,,
280,Cl6PdS2,FALSE,13.127,-3.241,1.8727,Indirect,-0.355911702,0.062517544,,
281,Cl6PdSe2,FALSE,6.413,-29.363,1.6097,Indirect,-0.53074977,0.055372556,,
282,AuCl4,TRUE,,,-0.0237,Indirect,-0.075516741,0.228074501,,
283,Cl6PtS2,FALSE,-1.275,-1.358,2.0091,Direct,-0.344784407,0.103356256,,
284,Cl6Re,TRUE,,,0.957,Indirect,-0.583445483,0.096636857,,
285,Cl6U,FALSE,12.283,-3.051,1.4843,Direct,-1.561943268,0.113632714,,
286,Cl6W,FALSE,-7.383,-2.721,1.8567,Indirect,-1.075715411,0.011964714,,
287,Cl7F3Sb2,FALSE,-5.6,-4.365,1.6123,Direct,-1.189697528,0.036043979,,
288,Cl7RhSe2,FALSE,-7.84,-10.084,2.0106,Direct,-0.661741789,0.097549501,,
289,Cl8ISb,FALSE,39.444,-13209.266,1.5229,Indirect,-0.529300515,0.04586816,,
290,Cl8O2Si3,FALSE,2.532,-5.638,5.5419,Indirect,-1.92901415,0.038900115,3.140747751,3.317355451
291,Cl8O9Re4,FALSE,104.27,-3266.15,0.9912,Indirect,-1.7465519,0.025306634,,
292,AuCl5S,FALSE,9.589,4.591,1.7959,Indirect,-0.237714476,0.103928357,,
293,Cl8PtS2,FALSE,5.212,76.015,2.0202,Indirect,-0.371368527,0.0809445,,
294,Cl9Ga2Nb3,FALSE,-0.426,5.665,1.0419,Indirect,-1.27861301,0.076188061,,
295,Cl9NSi3,FALSE,-36.721,97.181,5.4223,Indirect,-1.314037101,0.069702587,2.98426449,2.824263273
296,Cl9NbTe,FALSE,18.689,1.323,2.2297,Indirect,-1.082055245,0.056469466,,
297,Cl9TaTe,FALSE,-20.721,2.257,2.7739,Indirect,-1.091983411,0.051139193,4.910035692,5.051335679
298,Cl9TeW,TRUE,,,1.761,Indirect,-0.888685881,0.054661264,,
299,AuF5,FALSE,-21.426,-41.347,1.0205,Indirect,-0.734806862,0.018051583,,
300,ClF2O2,FALSE,-26.975,-8.068,2.1562,Direct,-0.739557963,0.213226487,,
301,ClF5,FALSE,-20.56,31.584,3.343,Indirect,-0.584808919,0.029455408,2.967148987,3.411232369
302,ClGeH3,FALSE,15.729,-11.51,5.0356,Indirect,-0.575109703,0.113108183,,
303,AuF9Xe,FALSE,4.513,-5.313,1.5618,Indirect,-0.625933102,0.023917744,,
304,ClI,FALSE,22.846,-2.059,1.7959,Indirect,-0.147720849,0.11516209,,
305,ClIn,FALSE,-3.036,-2.79,2.1974,Indirect,-0.743986423,0.205798119,,
306,ClMnO3,FALSE,22.502,-17.559,1.8832,Direct,-1.747729293,-0.18858845,,
307,ClN2S2,FALSE,13.448,-59.367,2.4617,Indirect,0.3872745,0.460452675,,
308,ClN3,FALSE,-6.199,-13.169,2.2293,Direct,0.732206734,0.753653747,,
309,ClN5S4,FALSE,-1.891,-9.102,2.0412,Indirect,0.593008156,0.624125675,,
310,AuHf,TRUE,,,-2.0571,Indirect,0.941714215,1.481252925,,
311,ClNO3,FALSE,-5.147,-7.486,2.8613,Indirect,-0.939099623,0.079552547,3.842731228,2.497437868
312,ClNS,FALSE,-2.546,-2.861,2.7815,Direct,0.267909337,0.396256722,,
313,ClO2,TRUE,,,1.6524,Direct,-0.738637171,0.269002454,,
314,ClO3Re,FALSE,-7.14,-54.031,3.6934,Indirect,-2.085554123,0.091344322,3.151261281,3.01214279
315,Al2Cl8Pd,FALSE,18.386,5.653,1.8043,Indirect,-1.295466896,0.068101364,,
316,ClPdS,FALSE,2.882,6.759,1.0706,Indirect,-0.463311144,0.043045375,,
317,ClS,FALSE,14.102,-19.554,2.1788,Direct,-0.144688953,0.07600625,,
318,ClSe,FALSE,2.142,-11.399,2.1042,Indirect,-0.396104069,0.139120844,,
319,B10BrH13,FALSE,15.662,1.41,3.2434,Indirect,-0.774136351,0.029229792,2.915925852,2.847510382
320,Cr2F2O5,FALSE,198.518,-45.777,2.2908,Indirect,-2.534236322,-0.284545014,,
321,Cr4O15,FALSE,0.096,0.306,0.003,Indirect,-2.305358274,-0.100967941,,
322,B10ClH13,FALSE,41.316,12.034,3.6506,Indirect,-0.783917198,0.029081587,2.876188486,2.7994025
323,CrF2O2,FALSE,-3.218,-41.785,2.6383,Indirect,-2.45327176,-0.281406363,5.528501815,3.645389683
324,CrF4O,FALSE,22.881,-9.687,2.3125,Direct,-2.255440042,-0.075658229,,
325,CrF4,FALSE,-49.552,12.941,0.7957,Indirect,-2.20283283,0.1241162,,
326,CrN2O4,FALSE,53.533,24.598,0.1146,Indirect,-1.11137785,0.546125862,,
